Admission grade,Age at enrollment,Application Mode,Application order,Course,Curricular units 1st sem (approved),Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Daytime/evening attendance,Debtor,Displaced,Educational special needs,Father's occupation,Father's qualification,Sum of GDP,Gender,Inflation rate,International,Marital status,Mother's occupation,Mother's qualification,Nationality Desc,Previous qualification,Previous qualification (grade),Scholarship holder,Target,Tuition fees up to date,Unemployment rate
109.1,22,1st phase - general contingent,1,Social Service,0,0,6,0,0,0,0,0,6,0,0,0,Daytime,Yes,Yes,No,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,1.79,Female,0.5,No,Single,Unskilled Workers,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,115,Yes,Dropout,No,12.4
116,19,1st phase - general contingent,3,Social Service,0,0,6,7,0,0,0,0,5,5,0,0,Daytime,Yes,Yes,No,Armed Forces Professions,Secondary Education - 12th Year of Schooling or Equivalent,0.79,Female,-0.3,No,Single,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,124,No,Dropout,Yes,13.9
114.9,19,1st phase - general contingent,4,Social Service,5,0,6,9,11.4,0,3,0,6,9,10,0,Daytime,Yes,Yes,No,Farmers and Skilled Agriculture/Fisheries/Forestry Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,3.51,Female,1.4,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,125,Yes,Enrolled,Yes,8.9
110,18,1st phase - general contingent,2,Social Service,0,0,6,0,0,0,0,0,6,0,0,0,Daytime,Yes,Yes,No,Installation and Machine Operators and Assembly Workers,Secondary Education - 12th Year of Schooling or Equivalent,2.02,Female,0.6,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,117,No,Dropout,No,11.1
119.3,20,1st phase - general contingent,2,Social Service,6,0,6,7,12.66666667,0,6,0,6,7,11.83333333,0,Daytime,Yes,Yes,No,Skilled construction workers (except electricians),Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,3.51,Female,1.4,No,Single,Cleaning workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,121,No,Graduate,Yes,8.9
131.3,18,1st phase - general contingent,1,Social Service,5,0,6,7,13.6,0,5,0,6,7,11.8,0,Daytime,Yes,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,3.51,Female,1.4,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,133,No,Dropout,Yes,8.9
123,18,1st phase - general contingent,1,Social Service,5,0,6,9,11.4,0,2,0,6,14,13.5,0,Daytime,Yes,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,3.51,Female,1.4,No,Single,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,138,No,Dropout,No,8.9
112.3,20,1st phase - general contingent,6,Social Service,5,0,6,8,11.6,0,4,0,6,8,11.75,0,Daytime,Yes,Yes,No,"Subsistence farmers, livestock keepers, fishermen, hunters",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,3.51,Female,1.4,No,Single,Meal preparation assistants,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,113,Yes,Graduate,Yes,8.9
125,19,1st phase - general contingent,1,Social Service,5,0,6,8,10.6,0,5,0,6,8,11,0,Daytime,Yes,Yes,No,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,1.74,Female,1.4,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,125,Yes,Graduate,No,10.8
157,18,1st phase - general contingent,1,Social Service,5,0,6,8,11.6,0,4,0,6,12,11,0,Daytime,Yes,Yes,No,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,0.32,Female,2.6,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,151,Yes,Enrolled,Yes,7.6
117,19,1st phase - general contingent,3,Social Service,0,0,6,0,0,0,0,0,6,0,0,0,Daytime,Yes,Yes,No,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,1.79,Female,0.5,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,117,No,Dropout,Yes,12.4
119.7,19,1st phase - general contingent,1,Social Service,6,0,6,8,12.66666667,0,6,0,6,7,12.66666667,0,Daytime,Yes,Yes,No,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,3.51,Female,1.4,Yes,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Brazilian,Secondary education,133,Yes,Graduate,Yes,8.9
124.2,19,1st phase - general contingent,1,Social Service,6,0,6,6,12.83333333,0,6,0,6,6,12.66666667,0,Daytime,Yes,Yes,No,Unskilled Workers,Secondary Education - 12th Year of Schooling or Equivalent,-3.12,Female,-0.8,No,Single,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,134,Yes,Graduate,Yes,9.4
113.2,20,1st phase - general contingent,1,Social Service,6,0,6,8,10.66666667,0,6,0,6,7,11.85714286,0,Daytime,Yes,Yes,No,Vehicle drivers and mobile equipment operators,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,2.02,Female,0.6,No,Single,"Workers in food processing, woodworking, clothing industries",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,117,No,Graduate,Yes,11.1
119.4,19,1st phase - general contingent,1,Social Service (evening attendance),6,0,6,6,12.66666667,0,6,0,6,6,11.66666667,0,Evening,No,No,No,Armed Forces Professions,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,-1.7,Female,3.7,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,126,No,Graduate,Yes,12.7
112.8,23,1st phase - general contingent,1,Social Service (evening attendance),6,0,6,6,14.16666667,0,6,0,6,6,12.5,0,Evening,No,No,No,Armed Forces Professions,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,-1.7,Female,3.7,No,Single,Farmers and Skilled Agriculture/Fisheries/Forestry Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,100,Yes,Graduate,Yes,12.7
122.8,23,1st phase - general contingent,1,Social Service (evening attendance),2,0,6,13,10,0,1,0,5,12,10,0,Evening,No,No,No,Intermediate Level Technicians and Professions,Basic education 1st cycle (4th/5th year) or equivalent,-3.12,Female,-0.8,No,Single,"Skilled Workers in Industry, Construction and Craftsmen",Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,120,No,Enrolled,Yes,9.4
118.7,19,1st phase - general contingent,1,Social Service (evening attendance),6,0,6,6,12.5,0,6,0,6,6,11.5,0,Evening,No,No,No,"Personal Services, Security and Safety Workers and Sellers",Basic education 1st cycle (4th/5th year) or equivalent,-1.7,Female,3.7,No,Single,"Personal Services, Security and Safety Workers and Sellers",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,126,No,Graduate,Yes,12.7
114.9,29,1st phase - general contingent,1,Social Service (evening attendance),11,8,11,14,12.75,0,7,3,7,7,13.42857143,0,Evening,No,No,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic education 1st cycle (4th/5th year) or equivalent,-3.12,Female,-0.8,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,125,No,Graduate,Yes,9.4
100,26,1st phase - general contingent,1,Social Service (evening attendance),7,2,8,11,12.75,0,7,2,7,7,12.28571429,0,Evening,No,No,No,"Skilled Workers in Industry, Construction and Craftsmen",Secondary Education - 12th Year of Schooling or Equivalent,-0.92,Female,0.3,No,Single,Legislative/Executive Directors and Managers,Higher Education - Degree,Portuguese,Secondary education,133.1,No,Graduate,Yes,16.2
135.5,34,1st phase - general contingent,1,Social Service (evening attendance),6,0,6,7,12.33333333,0,6,0,6,6,11.66666667,0,Evening,No,No,No,Specialists in Intellectual and Scientific Activities,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,1.74,Female,1.4,No,Single,"Personal Services, Security and Safety Workers and Sellers",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,133,No,Graduate,Yes,10.8
122.1,21,1st phase - general contingent,1,Social Service (evening attendance),5,0,6,8,12.8,0,6,0,6,10,11.85714286,0,Evening,No,No,No,Student,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,0.32,Female,2.6,No,Single,Student,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,128,No,Graduate,Yes,7.6
142.4,32,1st phase - general contingent,1,Social Service (evening attendance),0,0,6,0,0,0,0,0,6,0,0,0,Evening,No,No,No,Student,Unknown,0.32,Female,2.6,No,Single,Student,Unknown,Portuguese,Secondary education,126,No,Dropout,Yes,7.6
152.4,40,1st phase - general contingent,1,Social Service (evening attendance),6,0,6,7,11.33333333,0,6,0,6,7,10.5,0,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,1.74,Female,1.4,No,Married,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,151,No,Graduate,Yes,10.8
100,20,1st phase - general contingent,2,Social Service (evening attendance),5,0,6,10,12,0,4,0,6,9,11.25,0,Evening,No,No,No,Unskilled Workers,Secondary Education - 12th Year of Schooling or Equivalent,-3.12,Female,-0.8,No,Single,Intermediate Level Technicians and Professions,Higher Education - Degree,Portuguese,Secondary education,96,No,Enrolled,Yes,9.4
118.1,20,1st phase - general contingent,1,Social Service (evening attendance),6,0,6,7,12.16666667,0,6,0,6,9,12,0,Evening,No,No,No,Unskilled Workers,Secondary Education - 12th Year of Schooling or Equivalent,0.32,Male,2.6,No,Single,Unskilled Workers,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,130,No,Graduate,Yes,7.6
143,47,1st phase - general contingent,1,Social Service (evening attendance),5,0,6,9,14.16666667,0,6,0,6,7,14.16666667,0,Evening,No,Yes,No,Armed Forces Professions,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,-0.92,Female,0.3,No,Divorced,Administrative staff,Technological specialization course,Portuguese,Secondary education,133.1,Yes,Graduate,Yes,16.2
108.7,43,1st phase - general contingent,2,Social Service (evening attendance),6,0,6,6,13,0,6,0,6,6,12.5,0,Evening,No,Yes,No,Armed Forces Professions,Secondary Education - 12th Year of Schooling or Equivalent,-3.12,Female,-0.8,No,Married,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,110,No,Graduate,Yes,9.4
121.3,25,1st phase - general contingent,1,Social Service (evening attendance),6,0,6,6,12.83333333,0,6,0,6,6,12.83333333,0,Evening,No,Yes,No,Other Situation,Basic education 1st cycle (4th/5th year) or equivalent,0.32,Female,2.6,No,Single,Unskilled Workers,Unknown,Portuguese,Secondary education,123,No,Graduate,Yes,7.6
139.9,24,1st phase - general contingent,1,Social Service (evening attendance),5,0,6,9,13,0,6,0,6,6,14.16666667,0,Evening,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic education 1st cycle (4th/5th year) or equivalent,-3.12,Female,-0.8,No,Married,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,150,No,Graduate,Yes,9.4
115,28,1st phase - general contingent,1,Social Service (evening attendance),5,0,6,8,12.8,0,5,0,6,8,11,0,Evening,No,Yes,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,-3.12,Female,-0.8,No,Single,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,115,No,Graduate,Yes,9.4
103.5,22,1st phase - general contingent,2,Social Service (evening attendance),5,0,6,7,13.4,0,5,0,6,9,12.2,0,Evening,No,Yes,No,Student,7th Year (Old),0.32,Female,2.6,No,Single,Student,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,107,No,Graduate,Yes,7.6
162.9,45,1st phase - general contingent,1,Social Service (evening attendance),6,0,6,7,13.66666667,0,6,0,6,6,13.66666667,0,Evening,No,Yes,No,Student,Basic education 1st cycle (4th/5th year) or equivalent,0.32,Male,2.6,No,Married,Student,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,165,No,Graduate,Yes,7.6
128,37,1st phase - general contingent,4,Social Service (evening attendance),0,0,6,0,0,0,0,0,6,0,0,0,Evening,No,Yes,No,Student,Unknown,-3.12,Male,-0.8,No,Married,Student,Unknown,Portuguese,Secondary education,140,No,Dropout,Yes,9.4
114.4,45,1st phase - general contingent,1,Social Service (evening attendance),12,8,12,14,14,0,7,2,7,12,13.85714286,0,Evening,No,Yes,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,0.32,Female,2.6,No,Married,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,121,No,Enrolled,Yes,7.6
127.6,26,1st phase - general contingent,1,Social Service (evening attendance),6,0,6,6,11.83333333,0,6,0,6,6,11.66666667,0,Evening,No,Yes,No,Unskilled Workers,Secondary Education - 12th Year of Schooling or Equivalent,1.74,Male,1.4,No,Single,Specialists in Intellectual and Scientific Activities,Higher Education - Degree,Portuguese,Secondary education,123,No,Enrolled,Yes,10.8
116.9,18,1st phase - general contingent,1,Tourism,6,0,6,8,13.57142857,0,5,0,6,7,11.8,0,Daytime,No,No,No,Administrative staff,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,3.51,Male,1.4,No,Single,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,126,No,Graduate,Yes,8.9
117.8,19,1st phase - general contingent,1,Tourism,4,0,6,10,12.75,0,2,0,6,12,13,0,Daytime,No,No,No,Administrative staff,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,1.74,Male,1.4,No,Single,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,123,No,Enrolled,Yes,10.8
125,21,1st phase - general contingent,1,Tourism,5,0,6,10,11.33333333,0,2,0,6,14,11.5,0,Daytime,No,No,No,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,-1.7,Male,3.7,No,Single,Specialists in Intellectual and Scientific Activities,Higher Education - Degree,Portuguese,Secondary education,133.1,No,Enrolled,Yes,12.7
133.1,18,1st phase - general contingent,1,Tourism,6,0,6,6,12.5,0,6,0,6,6,12.66666667,0,Daytime,No,No,No,Armed Forces Professions,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,-4.06,Female,2.8,No,Single,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,138,No,Graduate,Yes,15.5
118.3,20,1st phase - general contingent,1,Tourism,6,0,6,8,12.85714286,0,5,0,6,9,12.4,0,Daytime,No,No,No,Armed Forces Professions,Secondary Education - 12th Year of Schooling or Equivalent,3.51,Male,1.4,No,Single,Unskilled Workers,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,120,No,Enrolled,Yes,8.9
121.5,21,1st phase - general contingent,1,Tourism,6,0,6,7,12,0,6,0,6,6,12.5,0,Daytime,No,No,No,Installation and Machine Operators and Assembly Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,0.79,Female,-0.3,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,125,Yes,Graduate,Yes,13.9
117.2,21,1st phase - general contingent,2,Tourism,3,0,6,8,12,0,1,0,6,9,11,0,Daytime,No,No,No,Installation and Machine Operators and Assembly Workers,Secondary Education - 12th Year of Schooling or Equivalent,-4.06,Male,2.8,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,120,No,Dropout,Yes,15.5
124,19,1st phase - general contingent,1,Tourism,6,0,6,7,11,0,5,0,6,6,12.2,0,Daytime,No,No,No,Intermediate Level Technicians and Professions,Basic education 1st cycle (4th/5th year) or equivalent,2.02,Male,0.6,No,Single,Intermediate Level Technicians and Professions,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,125,Yes,Dropout,Yes,11.1
98.6,21,1st phase - general contingent,1,Tourism,2,0,6,16,11,0,0,0,6,12,0,0,Daytime,No,No,No,Intermediate Level Technicians and Professions,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,-1.7,Female,3.7,No,Single,Intermediate Level Technicians and Professions,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,133.1,No,Dropout,Yes,12.7
130,21,1st phase - general contingent,1,Tourism,6,0,6,8,12.57142857,0,4,0,6,10,13,0,Daytime,No,No,No,Intermediate Level Technicians and Professions,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,-1.7,Male,3.7,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,140,No,Enrolled,Yes,12.7
157.7,34,1st phase - general contingent,1,Tourism,2,0,6,13,13.5,0,0,0,6,6,0,0,Daytime,No,No,No,Intermediate Level Technicians and Professions,Secondary Education - 12th Year of Schooling or Equivalent,-4.06,Male,2.8,No,Single,Specialists in Intellectual and Scientific Activities,Higher Education - Bachelor's Degree,Portuguese,Secondary education,178,No,Dropout,Yes,15.5
97,27,1st phase - general contingent,1,Tourism,6,0,6,6,10.66666667,0,4,0,6,8,11.25,0,Daytime,No,No,No,Legislative/Executive Directors and Managers,Basic education 1st cycle (4th/5th year) or equivalent,1.74,Male,1.4,No,Single,Legislative/Executive Directors and Managers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,133.1,No,Enrolled,Yes,10.8
137.2,20,1st phase - general contingent,1,Tourism,3,0,6,12,10,0,5,0,6,9,10.8,0,Daytime,No,No,No,Legislative/Executive Directors and Managers,Secondary Education - 12th Year of Schooling or Equivalent,-4.06,Male,2.8,No,Single,Specialists in Intellectual and Scientific Activities,Higher Education - Degree,Portuguese,Secondary education,154,No,Enrolled,Yes,15.5
125.1,19,1st phase - general contingent,1,Tourism,4,0,6,12,11,0,4,0,6,6,12.5,0,Daytime,No,No,No,"Personal Services, Security and Safety Workers and Sellers",Basic education 1st cycle (4th/5th year) or equivalent,-0.92,Female,0.3,No,Single,"Personal Services, Security and Safety Workers and Sellers",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,123,No,Enrolled,Yes,16.2
98,26,1st phase - general contingent,1,Tourism,0,0,6,6,0,0,0,0,6,12,0,0,Daytime,No,No,No,"Personal Services, Security and Safety Workers and Sellers",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,1.74,Male,1.4,No,Single,Administrative staff,Higher Education - Master's,Portuguese,Secondary education,133.1,No,Dropout,Yes,10.8
